FIFA,OPTA,Fifa Ovr,Crossing,Finishing,ShortPassing,Dribbling,LongPassing,StandingTackle,SlidingTackle
R. Del Castillo,"Romain Del Castillo Rennes, 23, AM(L) ",70,67,67,70,74,64,42,43
B. Guillaume,"Baptiste Guillaume Nimes, 24, FW ",70,58,72,68,72,51,18,22
M. Diallo,"Moustapha Diallo Nimes, 33, M(C) ",69,59,48,73,57,66,67,65
P. Lasne,"Paul Lasne Montpellier, 30, M(CLR) ",75,72,70,76,73,76,73,72
W. Saïd,"Wesley Said Dijon, 24, AM(CLR),FW ",73,63,72,77,76,66,25,23
P. Baysse,"Paul Baysse Caen, 31, D(CR) ",76,65,40,72,62,68,75,72
H. Lybohy,"Herve Lybohy Nimes, 36, D(C) ",68,30,14,56,32,45,67,67
G. Paquiez,"Gaetan Paquiez Nimes, 25, D(LR) ",65,58,34,68,57,59,60,65
L. Koné,"Lamine Koné Strasbourg, 30, D(C) ",73,60,34,60,52,50,74,69
K. Adénon,"Khaled Adénon Amiens, 34, D(C) ",74,55,39,59,37,61,76,73
E. Crivelli,"Enzo Crivelli Caen, 24, FW ",74,49,76,73,65,59,26,23
J. Siebatcheu,"Jordan Siebatcheu Rennes, 23, FW ",70,52,72,66,64,49,18,24
J. Sorbon,"Jérémy Sorbon Guingamp, 36, D(C) ",73,60,25,66,30,56,77,72
J. Plašil,"Jaroslav Plasil Bordeaux, 37, M(C) ",71,70,56,77,69,75,61,53
C. Dagba,"Colin Dagba Paris Saint-Germain, 20, D(R) ",64,65,28,65,64,58,63,64
T. Weah,"Timothy Weah Paris Saint-Germain, 19, Forward ",69,55,70,61,69,55,26,24
A. Limbombe,"Anthony Limbombe Nantes, 25, AM(L),FW ",75,83,66,69,78,59,58,53
L. Diony,"Lois Diony Saint-Etienne, 26, AM(L),FW ",73,67,73,68,72,44,23,15
B. Soumaré,"Boubakary Soumaré Lille, 20, DMC ",63,56,42,65,63,64,61,59
E. Krafth,"Emil Krafth Amiens, 25, D(R) ",74,68,41,68,68,62,76,76
R. Amalfitano,"Romain Amalfitano Dijon, 30, M(CR) ",75,63,65,76,73,72,75,68
C. Traoré,"Stevan Jovetic Monaco, 29, AM(C),FW ",67,62,30,49,68,56,67,66
C. Traoré,"Cheick Traoré Guingamp, 24, D(R) ",67,62,30,49,68,56,67,66
J. Pied,"Jérémy Pied Lille, 30, D(LR),M(CLR) ",73,75,61,77,75,75,72,70
Y. Benrahou,"Yassine Benrahou Bordeaux, 20, Midfielder ",63,53,50,59,72,61,40,47
C. Kerbrat,"Christophe Kerbrat Guingamp, 33, D(C) ",76,50,49,71,60,66,78,77
Suk Hyun Jun,"Suk Hyun-Jun Reims, 28, FW ",74,58,73,59,71,47,37,22
Rui Fonte,"Rui Fonte Lille, 29, M(R),FW ",72,61,72,73,66,68,37,28
E. Gnahoré,"Eddy Gnahore Amiens, 25, M(C) ",72,61,63,76,74,68,67,48
R. Rodelin,"Ronny Rodelin Guingamp, 29, AM(CLR),FW ",75,75,74,72,75,71,30,19
Ganso,"Ganso Amiens, 29, AM(C) ",76,79,72,82,82,80,29,30
J. Deminguet,"Jessy Deminguet Caen, 21, M(C) ",64,65,40,69,66,64,61,60
T. Mangani,"Thomas Mangani Angers, 32, M(C) ",76,68,63,79,70,78,72,72
M. Tchokounté,"Malik Tchokounte Caen, 30, FW ",68,40,69,62,57,35,21,24
I. Ganago,"Ignatius Ganago Nice, 20, FW ",69,49,74,63,68,40,17,14
S. Moutoussamy,"Samuel Moutoussamy Nantes, 23, M(CL) ",69,68,54,74,76,69,72,69
S. Coulibaly,"Senou Coulibaly Dijon, 25, D(C) ",64,29,32,56,47,46,62,60
S. Khaoui,"Saif-Eddine Khaoui Caen, 24, AM(CR) ",72,72,60,74,74,71,32,38
G. Laborde,"Gaetan Laborde Montpellier, 25, AM(C),FW ",76,62,76,73,71,54,29,16
B. Badiashile,"Benoit Badiashile Mukinayi Monaco, 18, D(C) ",62,36,20,48,34,39,63,56
M. Alphonse,"Mickaël Alphonse Dijon, 30, D(R) ",68,67,46,64,62,59,66,66
V. Pajot,"Vincent Pajot Angers, 29, M(C) ",73,62,52,77,71,72,74,71
C. Njie,"Clinton N'Jie Marseille, 26, AM(L),FW ",74,69,74,72,73,64,30,27
R. Coly,"Racine Coly Nice, 23, D(L),M(L) ",71,74,37,68,66,63,71,70
K. Dabila,"Kouadio Dabila Lille, 22, D(C) ",65,32,25,52,35,44,67,69
E. Choupo-Moting,"Eric Maxim Choupo-Moting Paris Saint-Germain, 30, M(CLR),FW ",77,65,75,74,83,70,36,20
N. Roux,"Nolan Roux Guingamp, 31, AM(LR),FW ",75,66,74,70,74,57,30,16
S. M'Bia,"Stéphane Mbia Toulouse, 33, D(C),M(C) ",74,52,56,73,65,72,74,72
M. Zeffane,"Mehdi Zeffane Rennes, 27, D(LR),M(R) ",69,70,55,69,62,64,62,65
S. Peeters,"Stef Peeters Caen, 27, M(C) ",73,75,63,77,73,78,56,54
Y. Pelé,"Younn Zahary Caen, 20, Defender ",75,15,14,34,13,33,13,12
S. Camara,"Souleymane Camara Montpellier, 36, M(R),FW ",68,72,68,70,67,63,51,46
M. Coco,"Marcus Coco Guingamp, 23, AM(LR),FW ",75,75,71,76,78,64,44,32
J. Johansson,"Jakob Johansson Rennes, 29, DMC ",73,46,59,77,65,70,80,65
Luiz Araújo,"Luiz Araújo Lille, 23, AM(LR) ",74,66,62,71,78,65,44,48
Y. Cahuzac,"Yannick Cahuzac Toulouse, 34, DMC ",72,52,43,72,56,67,73,65
Manu García,"Manu García Deportivo Alaves, 33, DMC ",73,70,54,70,87,65,49,44
Y. Bammou,"Yacine Bammou Caen, 27, AM(CLR),FW ",72,68,72,72,73,69,53,42
U. Bozok,"Umut Bozok Nimes, 22, FW ",70,49,71,66,70,40,11,12
V. Vada,"Valentín Vada Saint-Etienne, 23, M(C) ",73,72,67,75,72,72,62,57
T. Basila,"Thomas Basila Nantes, 20, Defender ",61,49,28,51,30,46,63,61
J. Gélin,"Jeremy Gelin Rennes, 22, D(C),DMC ",73,44,30,70,58,67,75,71
J. Léa Siliki,"James Lea Siliki Rennes, 23, M(CL) ",71,64,68,75,73,69,68,65
J. Sambia,"Junior Sambia Montpellier, 22, AM(C) ",70,76,64,70,73,70,67,65
K. Zohi,"Kévin Zohi Strasbourg, 22, Forward ",64,47,67,56,69,36,13,22
A. Disasi,"Axel Disasi Reims, 21, D(C) ",63,21,20,42,23,41,64,59
B. Srarfi,"Bassem Srarfi Nice, 22, AM(R) ",72,70,70,72,79,65,30,29
K. Mitroglou,"Kostas Mitroglou Marseille, 31, FW ",77,60,78,66,69,59,18,10
M. Gueye,"Makhtar Gueye Saint-Etienne, 21, Forward ",62,44,71,52,54,39,24,21
M. Le Bihan,"Mickael Le Bihan Nice, 29, FW ",71,56,75,55,71,54,40,39
Kwon Chang Hoon,"Chang-Hoon Kwon Dijon, 25, AM(R) ",75,74,72,76,75,70,54,53
T. Valls,"Theo Valls Nimes, 23, M(C) ",66,59,58,69,68,65,70,64
Thiago Maia,"Thiago Maia Lille, 22, DMC ",75,61,46,77,70,73,78,72
J. Bostock,"John Bostock Toulouse, 27, DMC ",71,69,71,74,71,76,69,69
Y. Armougom,"Yoel Armougom Caen, 21, D(L) ",59,57,32,33,59,33,67,63
Edgar Ié,"Edgar Ié Nantes, 25, D(CR) ",74,68,32,66,63,60,75,74
R. Walter,"Remi Walter Nice, 24, M(CR) ",72,69,57,75,71,71,71,67
P. Pellegri,"Pietro Pellegri Monaco, 18, Forward ",67,50,70,61,68,50,12,15
N. Julan,"Nathaël Julan Guingamp, 23, Forward ",67,50,72,62,65,48,24,11
J. Makengo,"Jean-Victor Makengo Nice, 21, AM(C) ",70,70,62,76,72,70,73,71
R. Métanire,"Romain Métanire Reims, 29, D(R) ",72,65,21,70,64,61,70,72
E. Loiodice,"Enzo Loiodice Dijon, 18, DMC ",63,39,41,69,67,62,56,56
O. El Hajjam,"Oualid El Hajjam Amiens, 28, D(R) ",72,71,35,71,73,67,72,70
A. Traoré,"Adama Traoré Monaco, 24, AM(C) ",72,54,52,75,75,70,68,63
G. Traoré,"Gaoussou Traore Amiens, 19, Forward ",62,46,37,65,63,63,60,58
F. Harek,"Fethi Harek Nimes, 36, D(CL) ",68,68,28,61,51,63,68,65
C. Timite,"Cheick Timite Amiens, 21, AM(R),FW ",64,37,66,51,62,54,33,38
Mariano,"Mariano Real Madrid, 26, FW ",80,50,81,69,75,51,40,34
William,"William Vainqueur Monaco, 30, DMC ",74,76,32,75,75,64,69,73
M. Balotelli,"Mario Balotelli Marseille, 29, FW ",83,68,85,78,81,66,22,20
M. Martin,"Marvin Martin Reims, 31, M(C) ",71,69,61,72,69,72,59,35
R. Genevois,"Romain Genevois Caen, 31, D(CR) ",73,71,49,64,56,55,74,74
J. Ferri,"Jordan Ferri Nimes, 27, M(C) ",74,71,60,77,71,73,70,64
Vinicius,"Carlos Vinicius Monaco, 24, FW ",62,0,0,0,0,0,0,0
J. Keita,"Jules Keita Dijon, 21, Forward ",66,52,64,54,72,48,31,34
L. Baal,"Ludovic Baal Rennes, 33, D(L),M(L) ",73,75,44,73,62,65,74,72
N. Chadli,"Nacer Chadli Monaco, 30, M(CLR) ",78,74,73,77,82,68,48,44
Y. Adli,"Yacine Adli Bordeaux, 19, Midfielder ",65,62,46,67,74,65,57,55
I. Diomandé,"Ismaël Diomandé Caen, 27, D(C),DMC ",72,59,47,74,67,66,74,70
M. Gajić,"Milan Gajic Bordeaux, 23, D(R) ",71,72,61,70,70,60,74,71
Kevin,"Kevin N'Doram Monaco, 23, DMC ",68,69,44,64,65,46,67,70
A. Mendy,"Alexandre Mendy Guingamp, 25, FW ",72,33,74,65,62,40,17,17
N. Mbemba,"Nolan Mbemba Reims, 24, Midfielder ",65,55,58,70,69,64,63,56
J. Ikoko,"Jordan Ikoko Guingamp, 25, D(LR) ",73,73,31,73,71,67,74,73
M. Bodmer,"Mathieu Bodmer Amiens, 36, D(C),M(C) ",70,63,55,78,70,74,70,68
R. Kurzawa,"Rafal Kurzawa Amiens, 26, Midfielder ",70,73,59,72,72,70,65,63
A. Dioussé,"Assane Dioussé Saint-Etienne, 21, DMC ",72,50,34,76,73,74,70,68
F. Balmont,"Florent Balmont Dijon, 39, DMC ",71,69,61,74,67,71,74,70
S. Diop,"Sofiane Diop Monaco, 19, AM(C) ",66,56,56,65,69,59,31,28
A. Raggi,"Andrea Raggi Monaco, 35, D(CLR) ",75,72,44,74,61,66,73,75
H. Massengo,"Han-Noah Massengo Monaco, 18, M(C) ",62,52,39,66,53,61,62,65
Y. Ngbakoto,"Yeni N'Gbakoto Guingamp, 27, AM(CLR) ",70,67,68,62,72,60,18,19
C. Jean,"Corentin Jean Toulouse, 24, AM(LR),FW ",72,73,66,69,73,64,22,21
A. Leya Iseka,"Aaron Leya Iseka Toulouse, 21, FW ",71,66,73,61,71,42,25,24
B. Zungu,"Bongani Zungu Amiens, 26, DMC ",75,72,65,75,76,75,72,69
Z. Youssouf,"Zaydou Youssouf Bordeaux, 20, AM(CR) ",69,62,53,73,73,69,58,55
S. Fortès,"Steven Fortes Toulouse, 27, Defender ",69,51,41,63,30,56,73,68
W. Kanga,"Wilfried Kanga Angers, 21, FW ",68,68,67,61,68,58,15,18
A. Ndom,"Aly Ndom Reims, 23, M(C) ",65,39,48,67,67,65,67,58
V. Eysseric,"Valentin Eysseric Nantes, 27, AM(CLR) ",76,82,70,79,79,76,32,26
F. Píriz,"Facundo Píriz Montpellier, 29, DMC ",69,63,33,64,52,64,67,66
J. Serrano,"Julien Serrano Monaco, 21, Defender ",64,63,35,60,60,52,69,68
Pelé,"Pelé Monaco, 27, DMC ",75,59,50,77,66,71,75,73
S. Ojo,"Sheyi Ojo Reims, 22, AM(LR) ",67,62,64,64,72,58,33,32
A. Bouka Moutou,"Arnold Bouka Moutou Dijon, 30, D(L),M(L) ",70,69,18,69,67,58,68,73
S. Grandsir,"Samuel Grandsir Monaco, 23, AM(LR) ",74,75,59,73,76,72,39,47
G. Fofana,"Guessouma Fofana Amiens, 26, DMC ",72,64,58,74,70,69,73,69
S. Moreira,"Steven Moreira Toulouse, 25, D(LR),M(R) ",72,71,26,73,63,67,72,71
F. Mubele,"Firmin Mubele Toulouse, 25, AM(R),FW ",74,58,76,64,73,58,39,38
A. Dabo,"Abdoulaye Dabo Nantes, 18, Midfielder ",62,61,61,69,63,67,65,63
S. Grandsir,"Samuel Grandsir Monaco, 23, AM(LR) ",74,75,59,73,76,72,39,47
Naldo,"Naldo Schalke 04, 36, D(C) ",75,30,29,65,49,60,81,79
F. Sammaritano,"Frédéric Sammaritano Dijon, 33, AM(LR) ",72,62,65,74,73,74,17,12
G. Fofana,"Guessouma Fofana Amiens, 26, DMC ",72,64,58,74,70,69,73,69
M. Sylla,"Moussa Sylla Monaco, 19, FW ",65,50,66,59,65,49,17,14
F. El Mellali,"Farid El Melali Angers, 22, Midfielder ",66,63,69,63,78,54,33,34
B. Sankoh,"Baissama Sankoh Caen, 27, D(CR),M(C) ",67,61,19,66,62,63,74,72
Q. Cornette,"Quentin Cornette Amiens, 25, AM(R) ",69,63,63,65,73,61,48,40
G. Sertic,"Grégory Sertic Marseille, 30, D(C),M(C) ",73,72,60,76,67,75,73,70
I. Sacko,"Ihsan Sacko Nice, 22, AM(L) ",71,60,70,67,71,55,46,39
Jordi Mboula,"Jordi Mboula Monaco, 20, Forward ",70,64,68,66,74,59,30,28
G. Nyamsi,"Gerzino Nyamsi Rennes, 22, D(C) ",60,32,24,38,32,36,60,56
K. Djidji,"Koffi Djidji Nantes, 26, D(CL) ",74,46,26,71,62,70,76,75
M. Phaeton,"Matthias Phaeton Guingamp, 19, Forward ",62,34,62,56,65,48,16,20
J. Grimm,"Jeremy Grimm Strasbourg, 32, DMC ",71,44,48,68,55,68,74,71
Y. Gourcuff,"Yoann Gourcuff Dijon, 33, M(CL) ",74,72,62,78,75,77,52,43
M. Diaby,"Mohamed Lamine Diaby Nice, 18, Forward ",70,66,64,70,74,67,39,38
K. Dolly,"Keagan Dolly Montpellier, 26, AM(CL) ",74,71,66,74,76,70,32,24
N. Radonjić,"Nemanja Radonjic Marseille, 23, AM(L) ",73,74,62,73,75,66,26,23
A. Ndom,"Aly Ndom Reims, 23, M(C) ",65,39,48,67,67,65,67,58
H. Manzala,"Harrison Manzala Angers, 25, AM(L) ",73,61,73,73,76,60,36,32
O. Solet,"Oumar Solet Lyon, 19, Defender ",63,31,25,60,56,52,64,57
R. Aït Nouri,"Rayan Ait Nouri Angers, 18, Defender ",61,63,40,58,56,52,63,62
E. Hazard,"Eden Hazard Chelsea, 28, M(CLR),FW ",91,81,84,89,95,83,27,22
R. Sterling,"Raheem Sterling Manchester City, 24, M(CLR),FW ",86,77,77,84,88,69,58,54
M. Salah,"Mohamed Salah Liverpool, 27, AM(CLR),FW ",88,78,90,82,89,72,43,41
S. Agüero,"Sergio Agüero Manchester City, 31, AM(CL),FW ",89,70,93,81,89,64,20,12
V. van Dijk,"Virgil van Dijk Liverpool, 28, D(C) ",86,53,52,76,70,78,89,84
S. Mané,"Sadio Mané Liverpool, 27, AM(CLR),FW ",86,73,84,79,87,71,42,38
H. Kane,"Harry Kane Tottenham, 26, AM(C),FW ",89,75,94,80,80,82,36,38
T. Alexander-Arnold,"Trent Alexander-Arnold Liverpool, 20, D(R),M(R) ",78,83,56,76,72,75,76,74
L. Digne,"Lucas Digne Everton, 26, D(L) ",80,82,52,81,76,69,77,82
Ricardo Pereira,"Ricardo Pereira Leicester, 25, D(LR),M(R) ",81,81,61,80,83,78,80,75
P. Pogba,"Paul Pogba Manchester United, 26, M(C) ",87,80,73,86,87,90,70,68
Fernandinho,"Fernandinho Manchester City, 34, D(R),DMC ",86,68,69,85,77,81,85,80
F. Schär,"Fabian Schär Newcastle United, 27, D(C) ",75,65,60,73,64,74,74,73
B. Mendy,"Benjamin Mendy Manchester City, 25, D(L),DMC,M(L) ",81,87,33,80,80,69,79,81
A. Wan-Bissaka,"Aaron Wan-Bissaka Crystal Palace, 21, D(R) ",74,64,44,66,73,52,76,82
David Silva,"David Silva Manchester City, 33, M(CLR) ",90,84,76,93,89,87,53,29
Bernardo Silva,"Bernardo Silva Manchester City, 25, AM(CLR) ",86,85,75,85,92,79,44,35
L. Sané,"Leroy Sané Manchester City, 23, M(CLR) ",86,83,81,79,88,64,32,35
Felipe Anderson,"Felipe Anderson West Ham, 26, M(CLR),FW ",83,79,71,80,90,74,60,54
W. Ndidi,"Wilfred Ndidi Leicester, 22, DMC ",80,50,50,74,74,70,84,83
W. Zaha,"Wilfried Zaha Crystal Palace, 26, AM(LR),FW ",82,81,77,75,90,65,29,28
J. Maddison,"James Maddison Leicester, 22, AM(CLR) ",77,74,69,78,77,72,40,34
Roberto Firmino,"Roberto Firmino Liverpool, 27, M(CLR),FW ",86,72,87,86,87,75,64,42
L. Milivojević,"Luka Milivojevic Crystal Palace, 28, DMC ",79,66,54,79,62,75,76,72
O. Zinchenko,"Oleksandr Zinchenko Manchester City, 22, D(L),M(CR) ",71,79,59,77,76,76,70,66
Marcos Alonso,"Marcos Alonso Chelsea, 28, D(CL),M(L) ",83,85,68,84,79,73,82,79
A. Lacazette,"Alexandre Lacazette Arsenal, 28, M(LR),FW ",85,64,88,80,85,59,42,30
G. Sigurðsson,"Gylfi Sigurdsson Everton, 29, M(CLR),FW ",82,86,77,84,80,80,57,55
S. Bamba,"Sol Bamba Cardiff, 34, D(C),DMC ",75,27,27,59,58,53,75,74
I. Gueye,"Idrissa Gueye Everton, 29, M(C) ",83,60,50,80,75,72,89,84
Y. Tielemans,"Youri Tielemans Monaco, 22, M(C) ",78,76,73,78,76,78,72,69
M. Keane,"Michael Keane Everton, 26, D(CR) ",80,60,50,71,66,69,82,80
M. Doherty,"Matt Doherty Wolverhampton Wanderers, 27, D(LR),M(R) ",75,71,57,74,74,69,71,72
W. Boly,"Willy Boly Wolverhampton Wanderers, 28, D(C) ",77,50,32,70,48,58,78,78
A. Robertson,"Andrew Robertson Liverpool, 25, D(L),M(L) ",82,86,57,76,76,68,81,78
J. Tarkowski,"James Tarkowski Burnley, 26, D(C) ",80,59,36,73,66,72,82,80
J. Matip,"Joel Matip Liverpool, 28, D(C) ",80,54,36,77,65,74,84,78
K. Trippier,"Kieran Trippier Tottenham, 28, D(R),M(R) ",82,91,48,79,75,78,82,79
P. Aubameyang,"Pierre-Emerick Aubameyang Arsenal, 30, M(LR),FW ",88,77,88,77,79,64,25,36
H. Son,"Son Heung-Min Tottenham, 27, M(CLR),FW ",84,78,85,79,88,64,34,33
I. Gündoğan,"Ilkay Gündogan Manchester City, 28, M(C) ",84,74,73,88,85,83,68,64
R. Fraser,"Ryan Fraser Bournemouth, 25, M(CLR) ",77,74,70,73,81,60,53,42
C. Eriksen,"Christian Eriksen Tottenham, 27, M(CLR) ",88,88,80,91,84,88,57,22
D. Lovren,"Dejan Lovren Liverpool, 30, D(C) ",64,60,55,59,69,48,27,24
David Luiz,"David Luiz Chelsea, 32, D(C),DMC ",83,68,55,77,66,77,83,82
P. Billing,"Philip Billing Huddersfield, 23, DMC ",72,53,58,76,68,73,76,69
R. Jiménez,"Raúl Jiménez Wolverhampton Wanderers, 28, FW ",78,69,76,71,74,67,36,28
J. Vestergaard,"Jannik Vestergaard Southampton, 27, D(C) ",80,46,34,67,44,80,83,77
João Moutinho,"João Moutinho Wolverhampton Wanderers, 32, M(C) ",81,77,74,83,79,81,72,68
C. Clark,"Ciaran Clark Newcastle United, 29, D(CL) ",76,39,43,61,50,60,77,79
Willian,"Willian Chelsea, 31, AM(CLR) ",84,76,77,80,88,77,57,51
S. Mustafi,"Shkodran Mustafi Arsenal, 27, D(CR) ",82,53,58,77,53,69,82,82
A. Laporte,"Aymeric Laporte Manchester City, 25, D(CL) ",84,58,45,76,59,78,86,87
S. Rondón,"Salomón Rondón Newcastle United, 29, FW ",77,48,75,68,70,40,23,13
K. De Bruyne,"Kevin De Bruyne Manchester City, 28, M(CLR),FW ",91,93,82,92,86,91,58,51
B. Chilwell,"Ben Chilwell Leicester, 22, D(L),M(L) ",78,76,43,73,76,68,76,79
J. Bednarek,"Jan Bednarek Southampton, 23, D(C) ",71,44,19,67,40,47,75,70
D. McNeil,"Dwight McNeil Burnley, 19, M(L) ",64,64,59,60,67,52,36,35
G. Xhaka,"Granit Xhaka Arsenal, 26, M(C) ",81,71,49,85,70,85,72,68
A. Mitrović,"Aleksandar Mitrovic Fulham, 24, FW ",77,29,78,67,66,43,24,13
Azpilicueta,"César Azpilicueta Chelsea, 30, D(CLR),M(R) ",86,81,46,81,69,80,90,86
H. Maguire,"Harry Maguire Leicester, 26, D(C) ",82,44,43,77,70,72,84,81
Danilo,"Danilo Nice, 23, DMC ",75,60,60,76,72,71,75,72
J. Holebas,"José Holebas Watford, 35, D(L),M(L) ",78,83,57,76,73,69,80,77
C. Wilson,"Callum Wilson Bournemouth, 27, FW ",79,52,83,71,74,60,39,25
F. Balbuena,"Fabián Balbuena West Ham, 28, D(C) ",80,33,31,71,47,56,82,76
N. Otamendi,"Nicolás Otamendi Manchester City, 31, D(C) ",85,52,54,75,51,72,85,84
Pedro,"Pedro Chelsea, 32, M(CLR) ",82,78,78,80,84,71,32,31
L. Dendoncker,"Leander Dendoncker Wolverhampton Wanderers, 24, DMC ",78,75,66,78,68,78,78,76
Nacho Monreal,"Nacho Monreal Arsenal, 33, D(CL),M(L) ",80,76,55,77,73,61,83,81
J. Lerma,"Jefferson Lerma Bournemouth, 24, D(R),DMC ",79,66,56,78,69,74,81,81
S. Cook,"Steve Cook Bournemouth, 28, D(C) ",78,41,31,70,54,61,78,77
S. Morrison,"Sean Morrison Cardiff, 28, D(C) ",74,30,22,53,43,47,73,74
K. Walker,"Kyle Walker Manchester City, 29, D(CR),M(R) ",84,81,51,78,79,67,84,83
Ander Herrera,"Ander Herrera Manchester United, 30, M(C) ",81,74,71,83,77,79,80,77
R. Mahrez,"Riyad Mahrez Manchester City, 28, AM(CLR) ",85,81,80,82,91,76,31,18
Lucas Moura,"Lucas Moura Tottenham, 27, AM(CLR),FW ",83,75,78,77,88,74,43,51
I. Hayden,"Isaac Hayden Newcastle United, 24, DMC ",72,43,48,73,65,68,72,70
Fabinho,"Fabinho Liverpool, 25, D(R),DMC ",84,79,66,83,76,78,86,84
K. Walker-Peters,"Kyle Walker-Peters Tottenham, 22, D(R) ",69,69,35,66,69,60,70,69
F. Lejeune,"Florian Lejeune Newcastle United, 28, D(C) ",78,51,50,75,62,70,76,73
M. Rashford,"Marcus Rashford Manchester United, 21, AM(LR),FW ",81,75,78,75,83,65,40,33
M. Ritchie,"Matt Ritchie Newcastle United, 29, D(L),M(CLR) ",77,80,72,75,77,72,57,54
Ayoze Pérez,"Ayoze Pérez Newcastle United, 26, AM(CLR),FW ",76,48,78,71,82,51,42,28
D. Alli,"Dele Alli Tottenham, 23, M(CL) ",84,69,83,85,83,80,70,63
J. Vardy,"Jamie Vardy Leicester, 32, AM(L),FW ",82,64,85,65,76,48,52,51
R. Saïss,"Romain Saïss Wolverhampton Wanderers, 29, D(C),DMC ",74,53,49,79,67,79,75,72
V. Kompany,"Vincent Kompany Manchester City, 33, D(C) ",85,61,45,73,63,66,85,84
J. Foyth,"Juan Foyth Tottenham, 21, D(CR) ",72,41,43,71,66,49,75,72
D. Rice,"Declan Rice West Ham, 20, D(C),DMC ",73,39,26,72,66,71,75,74
N. Kanté,"N'Golo Kanté Chelsea, 28, DMC ",89,68,65,86,79,81,91,85
M. Antonio,"Michail Antonio West Ham, 29, D(R),M(CLR),FW ",76,74,72,73,79,65,56,53
L. Koscielny,"Laurent Koscielny Arsenal, 33, D(C) ",82,52,32,76,62,69,84,83
K. Long,"Kevin Long Burnley, 29, D(C) ",73,38,29,60,53,55,73,72
J. Milner,"James Milner Liverpool, 33, D(LR),M(CLR) ",81,86,62,84,76,81,80,79
L. Shaw,"Luke Shaw Manchester United, 24, D(L),M(L) ",80,82,47,78,82,68,80,78
N. Redmond,"Nathan Redmond Southampton, 25, AM(CLR),FW ",75,72,66,72,81,61,26,30
Bernardo,"Bernardo Brighton, 24, D(LR) ",75,61,28,70,63,53,79,84
A. Martial,"Anthony Martial Manchester United, 23, AM(LR),FW ",84,76,84,77,87,60,39,36
A. Masuaku,"Arthur Masuaku West Ham, 25, D(L),M(L) ",75,76,55,74,83,70,74,73
Diogo Jota,"Diogo Jota Wolverhampton Wanderers, 22, AM(CL),FW ",78,65,74,72,81,65,54,39
M. Targett,"Matt Targett Southampton, 23, D(L),M(L) ",70,73,36,66,69,62,73,70
G. Higuaín,"Gonzalo Higuaín Chelsea, 31, FW ",88,68,92,75,84,59,22,18
J. Vertonghen,"Jan Vertonghen Tottenham, 32, D(CL) ",87,68,56,79,71,74,87,88
Richarlison,"Richarlison Everton, 22, AM(CLR),FW ",79,69,79,75,84,59,44,36
I. Diop,"Issa Diop West Ham, 22, D(C) ",77,37,30,64,43,59,78,80
G. Wijnaldum,"Georginio Wijnaldum Liverpool, 28, M(CL) ",82,67,70,84,84,76,75,65
Jorginho,"Jorginho Chelsea, 27, DMC ",84,75,57,89,82,87,78,70
D. Janmaat,"Daryl Janmaat Watford, 30, D(R),M(R) ",77,79,60,75,77,68,75,74
N. Mendez-Laing,"Nathaniel Mendez-Laing Cardiff, 27, AM(R) ",71,66,65,63,77,57,30,24
H. Mkhitaryan,"Henrikh Mkhitaryan Arsenal, 30, M(CLR) ",83,77,74,80,84,71,53,55
Jonny,"Jonny Evans Leicester, 31, D(CL) ",79,77,34,73,73,59,79,82
S. Coleman,"Séamus Coleman Everton, 30, D(R),M(R) ",80,82,61,78,79,70,84,82
P. Højbjerg,"Pierre-Emile Højbjerg Southampton, 24, M(C) ",76,66,58,79,75,74,74,64
J. Ward-Prowse,"James Ward-Prowse Southampton, 24, M(CR) ",77,89,61,84,73,82,65,62
A. Young,"Ashley Young Manchester United, 34, D(LR),M(LR) ",79,84,64,79,77,70,76,74
W. Morgan,"Wes Morgan Leicester, 35, D(C) ",75,17,19,55,58,47,76,75
J. Stones,"John Stones Manchester City, 25, D(CR) ",83,62,29,81,69,74,85,82
Rúben Neves,"Rúben Neves Wolverhampton Wanderers, 22, DMC ",80,75,61,84,73,85,74,69
M. Batshuayi,"Michy Batshuayi Valencia, 25, FW ",80,65,82,64,78,36,26,22
N. Aké,"Nathan Aké Bournemouth, 24, D(CL),DMC ",79,63,45,77,67,73,81,80
B. Mee,"Ben Mee Burnley, 29, D(CL) ",79,63,30,63,63,61,81,80
S. Long,"Sean Longstaff Newcastle United, 21, M(C) ",73,70,70,62,70,49,27,24
M. Lemina,"Mario Lemina Southampton, 26, DMC ",78,72,55,82,81,77,73,66
S. Aurier,"Serge Aurier Tottenham, 26, D(CLR),M(R) ",80,83,54,78,76,72,81,82
Jonny,"Jonny Wolverhampton Wanderers, 25, D(CLR),M(L) ",79,77,34,73,73,59,79,82
J. Tomkins,"James Tomkins Crystal Palace, 30, D(CR) ",78,45,29,70,50,60,80,79
R. Loftus-Cheek,"Ruben Loftus-Cheek Chelsea, 23, M(CLR) ",77,62,63,83,82,81,67,61
M. Yoshida,"Maya Yoshida Southampton, 31, D(CR) ",75,36,34,63,60,52,79,76
Deulofeu,"Gerard Deulofeu Watford, 25, AM(LR),FW ",80,75,69,78,88,62,30,22
R. Lukaku,"Romelu Lukaku Manchester United, 26, AM(R),FW ",87,78,87,77,80,73,30,30
D. Rose,"Danny Rose Tottenham, 29, D(L),M(L) ",81,82,57,76,80,66,83,84
M. Arnautović,"Marko Arnautovic West Ham, 30, AM(CLR),FW ",82,80,78,78,84,74,48,39
