Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per 
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage,Crosses,Long balls per game,Through balls per game,Unnamed: 32
Adam Masina,6.66,74,"D(L), M(L)",11.0,1004.0,1.0,5.0,0.0,1.6,0.0,2.1,1.2,1.2,0.1,2.6,0.9,0.3,0.0,0.0,0.2,0.5,0.7,0.1,0.1,0.9,0.2,31.1,80.7,0.4,1.9,0.0,
Craig Cathcart,6.66,75,D(CR),35.0,3099.0,0.0,2.0,0.0,2.4,2.0,1.4,1.1,0.4,1.1,5.0,0.4,0.8,2.0,3.0,0.4,0.1,0.2,0.0,0.1,0.3,0.0,35.5,81.5,0.0,2.7,0.0,
Phil Bardsley,6.66,72,D(LR),19.0,1672.0,0.0,9.0,0.0,1.7,0.0,1.7,1.6,1.2,0.1,3.5,0.5,0.6,1.0,0.0,0.6,0.2,0.6,0.0,0.3,0.5,0.4,29.2,69.0,0.5,1.9,0.0,
Yan Valery,6.66,61,"D(R), M(R)",20.0,1715.0,1.0,3.0,1.0,1.8,0.0,1.8,1.0,1.2,0.3,2.5,0.6,0.1,0.0,2.0,0.3,1.0,0.3,0.1,1.3,1.4,0.3,17.3,61.9,0.3,0.6,0.0,
Alberto Moreno,6.65,77,"D(L), M(L)",2.0,155.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.5,1.5,52.5,87.6,0.5,1.0,0.0,
Joe Bryan,6.65,74,"D(L), M(CL)",27.0,2347.0,1.0,5.0,0.0,1.1,0.0,2.2,1.1,0.9,0.1,2.5,0.6,0.4,0.0,0.0,0.8,0.5,1.0,0.1,0.6,0.8,0.9,33.9,75.4,0.8,1.7,0.0,
Stephen Ward,6.65,75,D(L),3.0,230.0,0.0,1.0,0.0,1.3,0.0,1.3,1.3,0.7,0.3,4.0,1.0,0.3,0.0,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.3,37.7,74.3,0.0,0.7,0.0,
"Ainsley Maitland0,00Niles",6.64,71,"D(LR), M(CLR)",11.0,986.0,1.0,1.0,1.0,0.4,1.0,2.1,1.2,0.5,0.1,0.7,0.9,0.3,0.0,1.0,0.3,1.2,0.8,0.1,1.1,1.6,0.4,28.2,78.5,0.1,0.9,0.0,
Matthew Lowton,6.64,77,"D(LR), M(R)",19.0,1748.0,0.0,7.0,0.0,1.2,0.0,2.7,1.4,1.0,0.1,3.4,1.3,0.3,0.0,0.0,0.2,0.6,0.6,0.0,0.5,0.3,0.4,30.4,69.0,0.3,3.4,0.0,
Diogo Dalot,6.63,72,"D(LR), M(R)",12.0,1015.0,2.0,3.0,0.0,1.4,0.0,1.5,0.6,0.8,0.4,1.9,0.3,0.1,0.0,0.0,0.9,0.7,0.1,0.1,0.3,0.6,1.1,26.4,70.9,0.9,0.6,0.0,
Martin Kelly,6.63,75,D(CLR),12.0,1111.0,0.0,2.0,0.0,2.7,0.0,1.6,0.8,0.5,0.2,6.5,0.4,0.9,1.0,0.0,0.2,0.0,0.1,0.0,0.1,0.4,0.1,27.5,75.4,0.1,2.8,0.0,
Federico Fernández,6.62,76,D(C),17.0,1484.0,1.0,2.0,0.0,2.0,0.0,0.8,1.3,0.6,0.3,5.4,0.4,0.6,0.0,0.0,0.2,0.0,0.4,0.1,0.2,0.4,0.3,32.2,78.9,0.1,3.8,0.0,
Denis Odoi,6.62,69,D(CLR),29.0,2594.0,1.0,4.0,0.0,1.8,0.0,1.5,1.3,1.2,0.3,4.6,0.4,0.8,1.0,0.0,0.3,0.5,1.0,0.0,0.4,0.6,0.4,43.0,82.1,0.1,2.2,0.0,
Cyrus Christie,6.61,72,"D(R), M(R)",19.0,1945.0,1.0,7.0,0.0,2.0,0.0,1.5,1.0,1.0,0.2,2.9,0.8,0.4,0.0,0.0,0.4,1.0,0.5,0.1,1.0,1.0,0.6,31.6,76.4,0.6,0.8,0.0,
Ryan Bertrand,6.61,79,"D(CL), M(L)",24.0,2160.0,0.0,8.0,0.0,1.6,0.0,1.9,1.2,1.1,0.1,1.8,0.6,0.2,0.0,1.0,0.7,0.3,0.9,0.0,0.3,1.3,1.0,32.3,75.5,0.9,0.8,0.1,
Konstantinos Mavropanos,6.61,68,D(C),3.0,150.0,0.0,1.0,0.0,0.5,0.0,0.3,1.8,0.5,1.0,1.3,0.0,0.3,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3,34.3,92.7,0.0,3.3,0.0,
Sead Kolasinac,6.61,79,"D(L), M(L)",22.0,1891.0,5.0,5.0,0.0,0.8,0.0,1.4,0.8,0.9,0.0,1.0,0.6,0.1,0.0,0.0,0.4,0.5,0.4,0.4,0.7,1.3,1.3,40.5,77.7,0.5,0.8,0.0,
Cheikhou Kouyaté,6.61,76,"D(CR), DMC",21.0,1897.0,2.0,3.0,0.0,2.1,0.0,1.9,0.5,1.1,0.1,1.0,0.8,0.4,0.0,0.0,0.6,0.4,0.5,0.1,0.7,0.8,0.5,24.7,80.1,0.0,0.6,0.0,
Mason Holgate,6.61,76,"D(CR), M(R)",4.0,407.0,0.0,1.0,0.0,2.8,0.0,1.0,0.6,0.4,1.0,6.2,0.0,0.4,0.0,0.0,0.0,0.4,1.4,0.2,0.4,0.2,0.0,50.6,76.7,0.0,5.2,0.0,
Adrian Mariappa,6.6,74,D(CR),20.0,1924.0,0.0,3.0,0.0,2.3,1.0,1.3,1.0,0.7,0.7,4.5,0.6,0.6,0.0,0.0,0.3,0.0,0.2,0.0,0.2,0.2,0.2,34.0,82.3,0.0,2.2,0.0,
Christian Fuchs,6.59,75,"D(CL), M(L)",2.0,206.0,0.0,0.0,0.0,1.0,0.0,1.3,1.3,1.0,0.3,2.3,0.3,0.0,0.0,0.0,0.7,0.3,0.7,0.0,0.3,1.3,2.0,39.3,83.1,1.3,2.3,0.0,
Emerson,6.59,75,"D(L), M(L)",7.0,660.0,0.0,0.0,0.0,0.5,0.0,1.4,0.8,0.8,0.2,0.8,0.4,0.1,0.0,0.0,0.5,1.0,0.6,0.0,0.9,0.8,0.5,43.6,89.9,0.3,0.6,0.1,
Javier Manquillo,6.59,74,"D(LR), M(R)",12.0,1100.0,3.0,2.0,0.0,1.1,0.0,1.5,0.9,0.7,0.1,2.7,0.3,0.1,0.0,0.0,0.1,0.3,0.4,0.1,0.5,1.2,0.5,19.6,69.9,0.2,0.7,0.0,
Christopher Schindler,6.59,78,D(C),37.0,3262.0,0.0,4.0,1.0,3.7,1.0,1.6,1.9,0.7,0.6,3.6,0.5,0.9,0.0,1.0,0.4,0.0,0.5,0.0,0.1,0.2,0.1,41.9,82.8,0.0,4.0,0.0,
Matteo Darmian,6.59,76,"D(CLR), M(LR)",5.0,444.0,0.0,0.0,0.0,0.5,0.0,2.3,1.2,0.5,0.3,3.2,1.2,0.0,0.0,0.0,0.2,0.2,0.7,0.2,0.3,0.5,0.3,29.2,85.1,0.2,1.3,0.0,
Terence Kongolo,6.58,78,D(CL),32.0,2722.0,1.0,4.0,0.0,1.7,0.0,2.3,2.0,0.6,0.4,3.0,0.6,0.5,1.0,1.0,0.4,0.3,0.8,0.1,0.1,0.5,0.3,35.9,78.0,0.1,2.2,0.0,
Danny Simpson,6.58,74,D(R),3.0,291.0,0.0,0.0,0.0,1.3,0.0,1.8,1.0,0.3,0.0,2.5,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,18.3,70.9,0.0,1.2,0.0,
Yerry Mina,6.57,78,D(C),10.0,893.0,0.0,3.0,0.0,2.9,0.0,1.1,0.6,1.0,0.5,3.8,0.2,0.4,0.0,1.0,0.3,0.0,0.4,0.1,0.2,0.5,0.2,38.8,84.1,0.0,2.8,0.0,
Cédric Soares,6.56,77,"D(R), M(R)",16.0,1494.0,2.0,4.0,0.0,1.3,0.0,1.2,1.2,0.5,0.1,2.8,0.3,0.3,0.0,1.0,0.6,0.4,0.3,0.1,0.6,0.8,0.7,33.1,73.1,0.8,1.7,0.0,
Kiko Femenía,6.55,76,"D(R), M(R)",22.0,2046.0,1.0,1.0,0.0,0.4,0.0,1.7,1.2,0.4,0.2,2.2,0.9,0.2,0.0,1.0,0.2,0.4,0.5,0.1,0.4,0.7,0.4,31.9,83.1,0.5,1.1,0.0,
Lee Peltier,6.54,69,"D(CLR), DMC, M(R)",17.0,1543.0,0.0,4.0,0.0,1.5,0.0,2.0,0.9,0.8,0.2,2.7,0.6,0.6,0.0,0.0,0.1,0.2,0.3,0.0,0.2,0.4,0.1,17.1,60.2,0.2,1.1,0.0,
Kenedy,6.53,76,"D(L), M(L)",14.0,1345.0,1.0,1.0,0.0,0.3,1.0,1.2,1.3,0.8,0.0,0.8,0.7,0.0,0.0,1.0,1.2,1.2,0.9,0.2,1.6,1.7,0.4,18.5,72.3,0.4,0.7,0.0,
Jack Stephens,6.52,74,D(C),19.0,1699.0,0.0,4.0,0.0,2.3,1.0,1.0,1.5,0.5,0.3,3.9,0.5,0.5,0.0,1.0,0.3,0.2,0.3,0.0,0.2,0.4,0.2,32.0,75.0,0.0,2.4,0.0,
Leon Balogun,6.5,75,D(CR),5.0,591.0,0.0,2.0,0.0,1.6,0.0,1.5,2.1,0.6,0.3,4.0,0.1,0.4,0.0,1.0,0.1,0.0,0.3,0.1,0.3,1.1,0.0,27.0,75.9,0.0,1.9,0.0,
DeAndre Yedlin,6.5,76,"D(R), M(R)",28.0,2475.0,2.0,6.0,1.0,1.0,0.0,1.9,1.0,1.4,0.2,2.4,0.8,0.3,1.0,1.0,0.4,0.3,0.4,0.1,0.3,1.2,1.0,25.2,71.6,0.6,0.9,0.0,
Bruno,6.49,77,"D(R), M(R)",14.0,1136.0,1.0,2.0,0.0,0.6,0.0,1.8,0.8,0.3,0.1,1.9,0.3,0.1,0.0,0.0,0.1,0.3,0.6,0.2,0.1,0.3,0.4,36.4,82.4,0.4,1.6,0.0,
Phil Jagielka,6.48,77,D(CR),4.0,330.0,0.0,0.0,1.0,2.0,0.0,1.0,0.3,0.3,0.6,1.9,0.4,0.0,0.0,1.0,0.1,0.0,0.4,0.0,0.0,0.3,0.3,27.4,74.5,0.0,1.6,0.0,
Conor Coady,6.45,74,"D(CR), DMC",38.0,3420.0,0.0,5.0,0.0,0.9,1.0,0.8,0.8,0.3,0.5,3.3,0.4,0.7,3.0,0.0,0.0,0.1,0.2,0.0,0.1,0.2,0.1,44.4,84.3,0.0,6.4,0.0,
Charlie Daniels,6.45,75,"D(L), M(L)",17.0,1586.0,0.0,4.0,0.0,1.4,0.0,1.2,1.0,0.3,0.3,2.0,0.4,0.2,0.0,1.0,0.6,0.6,0.3,0.0,0.3,0.6,0.5,40.0,78.7,0.4,1.9,0.0,
Nathaniel Clyne,6.43,79,"D(LR), M(R)",13.0,1146.0,1.0,2.0,0.0,0.4,0.0,2.4,1.1,0.6,0.1,1.9,0.9,0.2,0.0,0.0,0.1,0.3,0.2,0.0,0.7,0.6,0.3,32.8,75.2,0.3,1.1,0.1,
Alfie Mawson,6.43,75,D(C),13.0,1132.0,0.0,2.0,0.0,2.1,0.0,0.7,1.3,0.4,0.6,4.3,0.3,1.1,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.5,0.1,31.8,82.4,0.0,3.0,0.0,
Greg Cunningham,6.43,74,"D(CL), M(L)",7.0,630.0,0.0,3.0,0.0,0.6,0.0,2.6,2.4,1.1,0.1,1.9,1.0,0.4,0.0,0.0,0.3,0.0,1.9,0.0,0.1,0.9,0.7,25.6,73.7,0.3,2.3,0.0,
Jon Gorenc Stankovic,6.42,63,"D(C), DMC",9.0,720.0,0.0,2.0,0.0,2.0,0.0,2.4,0.8,0.8,0.1,1.7,1.1,0.8,0.0,1.0,0.8,0.1,1.1,0.0,0.1,0.6,0.2,26.7,75.5,0.0,1.5,0.0,
Ryan Sessegnon,6.42,75,"D(L), M(LR)",26.0,2298.0,6.0,0.0,0.0,0.5,0.0,0.6,0.5,0.6,0.2,1.1,0.5,0.1,0.0,2.0,0.8,0.9,0.6,0.4,1.5,1.9,0.9,19.6,73.4,0.4,0.4,0.1,
Jack Simpson,6.41,61,D(C),4.0,403.0,0.0,0.0,0.0,2.3,0.0,1.5,1.5,0.5,0.7,3.7,0.5,0.7,1.0,0.0,0.3,0.0,0.2,0.0,0.3,0.2,0.0,39.3,82.2,0.0,1.3,0.0,
Florent Hadergjonaj,6.4,74,"D(R), M(R)",19.0,1841.0,0.0,1.0,0.0,1.0,0.0,1.3,0.9,0.5,0.3,1.1,1.0,0.3,0.0,0.0,0.3,0.4,0.8,0.1,0.1,0.9,1.0,30.2,75.2,0.9,1.4,0.0,
Davide Zappacosta,6.39,79,"D(R), M(R)",1.0,125.0,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.5,0.0,1.0,0.3,0.0,0.0,0.0,0.5,0.5,0.3,0.0,0.5,0.5,0.3,18.8,80.0,0.0,0.5,0.0,
Eric Bailly,6.37,81,D(CR),8.0,639.0,0.0,0.0,1.0,1.1,0.0,1.3,1.1,0.4,0.3,3.1,0.2,0.3,0.0,0.0,0.3,0.3,0.4,0.0,0.1,0.4,0.0,25.2,87.1,0.0,1.6,0.0,
Tyrone Mings,6.37,70,D(CL),2.0,142.0,0.0,0.0,0.0,0.6,0.0,0.8,1.2,0.0,0.2,1.6,0.2,0.4,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.4,0.2,17.4,83.9,0.2,0.4,0.0,
Diego Rico,6.36,76,"D(L), M(L)",5.0,606.0,0.0,1.0,0.0,0.6,0.0,1.2,1.2,0.8,0.1,1.4,0.7,0.2,0.0,0.0,0.8,0.3,0.9,0.0,0.4,0.3,0.9,23.8,72.6,0.9,0.7,0.0,
Chris Löwe,6.35,73,"D(L), M(L)",23.0,2057.0,2.0,2.0,0.0,0.9,0.0,1.2,0.8,0.5,0.1,1.8,0.7,0.1,0.0,0.0,0.6,0.3,0.4,0.1,0.4,0.6,0.7,29.0,75.1,1.1,2.1,0.0,
Erik Durm,6.33,75,"D(LR), M(LR)",21.0,2054.0,1.0,0.0,0.0,0.8,0.0,1.3,1.5,0.5,0.3,1.3,0.7,0.2,0.0,0.0,0.4,0.4,0.8,0.0,0.5,1.2,0.4,27.7,69.0,0.4,1.3,0.0,
"Timothy Fosu0,00Mensah",6.33,74,"D(CR), D(CR)",10.0,795.0,0.0,3.0,0.0,0.6,0.0,1.5,1.0,0.6,0.2,2.1,0.4,0.4,1.0,0.0,0.3,0.7,0.1,0.0,0.3,0.4,0.5,33.8,81.5,0.3,1.6,0.1,
Çaglar Söyüncü,6.32,75,D(C),4.0,372.0,0.0,1.0,0.0,2.7,0.0,0.8,1.2,1.5,1.0,3.7,0.5,0.8,0.0,0.0,0.3,0.3,0.3,0.0,0.2,0.3,0.0,36.7,83.6,0.2,1.2,0.0,
Carl Jenkinson,6.31,69,D(R),2.0,167.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7,0.3,25.0,77.3,0.0,0.0,0.0,
Gaëtan Bong,6.31,74,D(L),19.0,1805.0,0.0,0.0,0.0,1.1,0.0,0.7,1.1,0.5,0.2,2.0,0.2,0.3,0.0,0.0,0.1,0.5,0.2,0.0,0.7,0.8,0.4,27.4,74.3,0.4,1.1,0.0,
Tim Ream,6.3,73,"D(CL), DMC",25.0,2051.0,0.0,1.0,0.0,1.8,0.0,0.9,1.0,0.5,0.6,3.0,0.5,0.4,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.2,0.1,40.5,87.9,0.0,1.4,0.0,
Nathaniel Clyne,6.29,79,"D(LR), M(R)",1.0,108.0,0.0,0.0,0.0,0.3,0.0,1.0,0.5,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.8,0.0,0.5,0.0,0.3,0.3,0.0,14.8,83.1,0.0,0.3,0.0,
Håvard Nordtveit,6.29,76,"D(CR), DMC",4.0,361.0,1.0,0.0,0.0,0.8,0.0,1.8,1.6,1.0,0.4,2.8,0.2,0.6,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4,0.6,45.0,83.1,0.0,4.2,0.0,
Leighton Baines,6.29,77,"D(L), M(L)",5.0,376.0,0.0,0.0,0.0,0.3,0.0,1.3,0.3,0.3,0.0,1.2,0.3,0.0,0.0,0.0,0.3,0.0,0.2,0.2,0.2,0.2,0.7,31.8,82.2,1.0,1.2,0.0,
Stephan Lichtsteiner,6.27,79,"D(R), M(R)",10.0,941.0,0.0,3.0,0.0,1.6,0.0,1.1,0.6,0.8,0.5,1.6,0.5,0.3,0.0,0.0,0.1,0.3,0.7,0.1,0.9,0.9,0.2,34.3,78.5,0.1,1.0,0.0,
Robbie Brady,6.25,77,"D(L), M(CLR)",6.0,718.0,1.0,3.0,1.0,0.7,0.0,0.9,0.4,0.8,0.0,0.9,0.7,0.1,0.0,0.0,0.8,0.4,0.3,0.0,0.6,0.8,0.9,13.9,62.3,0.7,0.6,0.1,
Tommy Smith,6.24,73,D(CR),13.0,1142.0,0.0,2.0,1.0,0.9,0.0,1.7,1.2,0.7,0.1,1.7,1.0,0.3,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.3,0.5,32.5,74.8,0.3,2.1,0.0,
Marc Navarro,6.15,74,D(R),1.0,85.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,11.5,82.6,0.5,0.5,0.0,
Marcos Rojo,6.15,79,D(CL),2.0,211.0,0.0,2.0,0.0,0.6,0.0,1.0,1.2,0.6,0.6,1.8,1.0,0.4,1.0,0.0,1.2,0.2,0.2,0.0,0.0,0.2,0.0,24.8,72.6,0.0,1.6,0.0,
Miguel Britos,6.12,74,D(CL),2.0,185.0,0.0,0.0,0.0,1.7,0.0,1.3,1.0,1.0,1.7,3.3,0.7,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,19.7,79.7,0.0,1.7,0.0,
Demeaco Duhaney,6.11,61,Defender,1.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,19.0,78.9,0.0,1.0,0.0,
Jazz Richards,6.04,69,"D(LR), M(R)",0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,1.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.5,69.2,0.0,0.0,0.0,
Carlos Sánchez,6.01,77,"D(C), M(C)",2.0,240.0,0.0,0.0,0.0,0.1,0.0,0.6,0.1,0.4,0.0,0.7,0.7,0.0,0.0,0.0,0.4,0.4,0.1,0.0,0.3,0.1,0.3,20.4,88.8,0.0,1.9,0.0,
Armando Izzo,7.24,76,D(C),37.0,3274.0,1.0,6.0,0.0,3.2,6.0,2.1,2.4,1.5,0.1,3.8,0.5,0.6,0.0,4.0,0.7,0.2,1.6,0.1,0.3,0.4,0.3,49.5,77.8,0.1,4.3,0.0,
João Cancelo,7.2,82,"D(LR), M(R)",22.0,1967.0,3.0,6.0,0.0,0.9,2.0,1.7,0.6,1.3,0.1,1.3,0.9,0.2,0.0,1.0,1.0,2.4,1.0,0.0,0.9,1.4,1.4,50.3,86.2,1.0,2.4,0.0,
Cristian Ansaldi,7.19,78,"D(CLR), DMC, M(LR)",23.0,1816.0,2.0,3.0,0.0,0.2,2.0,2.1,0.6,0.9,0.1,0.9,0.6,0.2,0.0,3.0,1.6,2.2,1.3,0.1,1.4,2.0,1.5,24.2,73.3,1.7,2.3,0.0,
Domenico Criscito,7.15,80,"D(CL), M(L)",35.0,3071.0,4.0,12.0,1.0,1.3,3.0,3.1,2.0,1.3,0.3,3.7,0.7,0.3,0.0,2.0,0.9,0.6,1.4,0.1,0.3,0.5,1.4,41.4,75.7,0.9,3.5,0.1,
Alex Sandro,7.15,86,"D(L), M(L)",28.0,2392.0,2.0,7.0,0.0,1.8,3.0,2.2,1.2,1.6,0.2,1.9,0.5,0.3,0.0,1.0,0.7,0.9,1.6,0.1,0.8,1.1,1.2,51.0,84.6,0.6,2.5,0.0,
Medhi Benatia,7.13,86,D(C),5.0,450.0,0.0,2.0,0.0,3.0,0.0,1.4,3.2,2.6,0.4,3.4,0.4,1.0,0.0,0.0,0.6,0.4,0.6,0.0,0.4,0.0,0.0,63.4,90.5,0.0,4.8,0.0,
Aleksandar Kolarov,7.12,82,"D(CL), M(L)",32.0,2906.0,2.0,6.0,0.0,1.2,5.0,1.2,1.2,0.8,0.5,2.1,0.4,0.5,0.0,8.0,1.3,0.9,1.2,0.0,0.5,0.8,1.8,48.7,80.6,1.8,2.7,0.0,
Robin Gosens,7.11,72,"D(L), M(CL)",23.0,1947.0,2.0,2.0,0.0,1.5,2.0,2.3,1.4,0.9,0.3,1.7,0.6,0.1,0.0,3.0,0.9,0.7,1.1,0.3,0.3,1.4,0.6,34.9,78.9,0.6,1.0,0.0,
Merih Demiral,7.11,60,D(C),14.0,1260.0,0.0,3.0,0.0,3.9,1.0,1.7,1.4,1.9,0.9,5.6,0.2,0.8,0.0,2.0,0.5,0.3,0.3,0.1,0.1,0.1,0.1,50.4,87.0,0.0,1.7,0.0,
Lucas Leiva,7.11,83,"D(C), M(C)",22.0,1988.0,2.0,7.0,0.0,1.6,2.0,3.4,2.0,1.7,0.0,1.4,1.5,0.4,0.0,0.0,0.6,0.4,0.7,0.1,0.9,0.3,1.1,51.0,87.9,0.4,2.6,0.1,
Kevin Malcuit,7.11,76,"D(R), M(R)",20.0,1806.0,2.0,3.0,0.0,0.8,1.0,1.8,1.9,1.0,0.1,2.3,0.5,0.2,0.0,0.0,0.5,1.4,0.9,0.1,0.8,1.6,0.9,41.2,85.9,1.0,1.4,0.0,
Sime Vrsaljko,7.08,81,"D(LR), M(R)",8.0,726.0,2.0,2.0,0.0,1.2,0.0,2.0,1.1,0.9,0.1,2.1,0.5,0.1,0.0,0.0,0.2,0.2,1.0,0.1,0.4,0.8,1.6,49.6,85.9,2.1,1.8,0.0,
Federico Fazio,7.07,82,D(C),31.0,2805.0,0.0,6.0,0.0,3.4,2.0,0.8,1.6,0.8,0.9,4.9,0.4,1.0,0.0,5.0,0.9,0.4,0.4,0.0,0.2,0.5,0.2,41.4,85.1,0.0,2.6,0.0,
Germán Pezzella,7.06,71,D(C),32.0,2852.0,1.0,6.0,0.0,3.8,1.0,1.8,1.9,1.0,0.3,4.8,0.6,0.9,1.0,2.0,0.8,0.1,0.8,0.0,0.3,0.5,0.2,50.9,85.9,0.0,3.6,0.0,
Kalidou Koulibaly,7.06,87,D(C),35.0,3134.0,2.0,10.0,1.0,2.2,2.0,1.7,1.1,1.4,0.5,3.9,0.5,0.9,0.0,2.0,0.5,0.3,0.5,0.0,0.3,0.5,0.2,71.9,88.7,0.0,4.5,0.0,
Lyanco,7.03,71,D(C),13.0,1122.0,0.0,1.0,1.0,2.2,0.0,2.2,1.7,0.8,0.3,4.3,0.4,1.2,0.0,1.0,0.6,0.7,0.2,0.2,0.4,0.6,0.2,40.7,80.3,0.0,3.4,0.0,
Dalbert,6.99,76,"D(L), M(L)",9.0,778.0,1.0,2.0,0.0,2.2,1.0,3.0,0.7,0.8,0.0,1.2,0.8,0.3,0.0,0.0,0.5,0.3,1.5,0.0,0.6,0.7,0.9,37.5,79.9,1.0,1.9,0.0,
Giorgio Chiellini,6.98,89,D(C),22.0,1990.0,1.0,3.0,0.0,2.1,0.0,1.0,1.2,0.6,0.2,3.7,0.1,0.6,0.0,1.0,0.5,0.2,0.8,0.0,0.4,0.4,0.3,53.4,84.9,0.2,4.4,0.0,
Emre Can,6.98,80,"D(CLR), DMC",20.0,1807.0,1.0,7.0,0.0,1.3,1.0,2.2,1.0,1.5,0.0,1.0,0.6,0.4,1.0,4.0,1.1,0.9,0.8,0.1,0.4,0.9,0.7,34.7,87.1,0.2,2.0,0.1,
Iván Marcano,6.96,82,D(CL),9.0,811.0,0.0,0.0,0.0,2.8,0.0,0.8,2.4,1.0,0.6,4.1,0.3,0.6,0.0,0.0,0.3,0.3,0.4,0.0,0.2,0.0,0.6,52.1,87.1,0.3,3.9,0.0,
Francesco Acerbi,6.95,83,D(C),37.0,3310.0,1.0,3.0,1.0,2.6,2.0,1.1,1.6,0.6,0.6,4.4,0.1,0.9,0.0,3.0,0.5,0.2,1.1,0.1,0.2,0.5,0.3,48.0,87.0,0.0,3.7,0.0,
Timothy Castagne,6.95,71,"D(R), M(LR)",21.0,2003.0,2.0,3.0,0.0,0.9,2.0,2.2,1.0,0.7,0.1,1.6,0.9,0.2,0.0,4.0,0.7,0.7,0.5,0.0,1.0,1.2,1.0,36.3,83.7,0.4,0.9,0.0,
Nikola Milenkovic,6.94,74,D(CR),34.0,3010.0,0.0,7.0,0.0,3.2,2.0,1.7,1.4,1.8,0.3,4.0,0.5,0.6,0.0,3.0,0.9,0.3,0.6,0.1,0.2,0.6,0.1,48.5,79.9,0.1,3.6,0.0,
Nicolas Nkoulou,6.94,80,D(C),36.0,3215.0,0.0,6.0,1.0,2.3,2.0,1.3,1.9,1.0,0.4,4.7,0.3,0.8,0.0,2.0,0.2,0.2,0.8,0.0,0.3,0.2,0.1,39.2,89.8,0.0,2.9,0.0,
Kwadwo Asamoah,6.93,79,"D(L), M(CL)",30.0,2672.0,1.0,6.0,0.0,0.7,2.0,1.4,1.3,0.8,0.3,1.2,0.7,0.1,0.0,0.0,0.3,1.3,2.2,0.0,0.7,1.1,1.0,60.5,89.0,0.6,3.5,0.0,
Samir,6.93,73,D(CL),21.0,1800.0,0.0,7.0,0.0,2.9,0.0,2.2,1.6,1.9,0.1,3.9,0.3,0.4,0.0,2.0,0.4,0.4,1.2,0.1,0.2,0.8,0.4,33.9,81.6,0.2,1.4,0.0,
Nicola Murru,6.93,72,D(L),34.0,2937.0,5.0,9.0,0.0,1.2,1.0,2.4,1.2,1.0,0.5,2.1,0.4,0.6,0.0,0.0,0.5,0.5,0.9,0.0,0.7,0.6,0.9,46.1,78.4,0.8,2.1,0.0,
Cristiano Biraghi,6.92,76,"D(L), M(L)",36.0,3196.0,4.0,8.0,0.0,1.1,1.0,1.4,1.2,1.0,0.2,2.5,0.6,0.5,0.0,1.0,0.9,0.4,0.7,0.1,0.3,1.1,1.7,37.3,75.9,1.7,1.8,0.0,
Hans Hateboer,6.91,75,"D(R), M(R)",33.0,2973.0,5.0,5.0,0.0,1.9,1.0,1.3,0.7,0.9,0.2,1.1,0.5,0.1,0.0,5.0,0.8,0.4,0.4,0.1,0.9,1.0,1.4,45.1,84.5,0.5,0.9,0.0,
Cédric Soares,6.9,77,"D(R), M(R)",3.0,259.0,1.0,0.0,0.0,1.0,0.0,2.0,0.5,0.5,0.0,0.5,0.8,0.3,0.0,0.0,1.0,0.0,1.0,0.0,0.3,1.3,1.5,39.0,80.1,2.0,1.3,0.0,
Faouzi Ghoulam,6.9,81,D(L),12.0,1153.0,3.0,2.0,0.0,2.0,0.0,0.6,0.5,0.8,0.1,0.8,0.1,0.1,0.0,1.0,0.6,0.1,1.1,0.2,0.2,0.6,1.6,49.6,89.3,1.4,1.4,0.1,
