Name,Rating,Fifa Ability Overall,Position,Apps,Minutes played,Assists,Yel,Red,Pass success percentage,Aerials Won per game,Man of the match,Tackles,Interceptions per game,Fouls,Offside won per game,Clearances per game,Dribbled past per game,Outfielder Block Per Game,OwnG,Goals,"Shots per
game",Dribbles per game,Fouled per game,Offsides per game,Dispossessed per game,Bad control per game,Key passes per game,Passes per game,Pass success percentage.1,Crosses,Long balls per game,Through balls per game
Davie Selke,6.69,77,FW,16,1731,5,4,0,59.7,3.5,1,0.2,0.0,0.9,0.0,0.2,0.2,0.0,0,3,1.5,0.7,0.9,0.4,1.0,1.4,0.6,15.1,59.7,0.1,0.2,0.0
Luka Milivojevic,7.19,79,DMC,38,3420,2,10,0,80.0,1.4,2,2.4,1.9,1.6,0.0,1.7,1.4,0.4,0,12,1.5,0.3,1.0,0.0,0.5,0.7,1.6,52.3,80.0,1.4,3.4,0.0
John Ruddy,7.19,72,GK,1,90,0,0,0,68.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,68.4,0.0,9.0,0.0
Oleksandr Zinchenko,7.19,71,"D(L), M(CR)",14,1153,3,1,0,91.5,1.7,0,2.4,1.4,1.1,0.0,1.1,1.4,0.2,0,0,0.5,0.4,0.4,0.1,0.4,0.5,0.9,84.6,91.5,0.5,2.6,0.0
Marcos Alonso,7.18,83,"D(CL), M(L)",31,2761,4,6,0,85.0,2.1,2,2.4,1.3,0.9,0.2,2.8,0.8,0.1,0,2,1.5,0.5,1.2,0.1,0.9,1.0,1.1,60.7,85.0,0.3,1.4,0.0
Óscar Plano,6.69,74,"AM(CLR), FW",30,2697,4,8,0,76.8,1.1,4,1.9,0.7,2.1,0.0,0.6,1.0,0.1,0,3,1.4,0.8,2.0,0.2,1.0,2.0,0.9,23.4,76.8,0.4,0.9,0.0
Saman Ghoddos,6.69,74,"AM(L), FW",20,1833,4,4,0,72.8,0.6,2,1.2,0.3,1.0,0.0,0.4,0.7,0.1,0,4,1.6,0.4,1.6,0.2,0.9,1.9,1.3,18.0,72.8,1.0,0.6,0.0
Sol Bamba,7.15,75,"D(C), DMC",28,2477,1,7,0,69.1,3.4,3,2.6,2.9,1.3,0.2,6.3,0.9,1.1,0,4,0.8,0.5,0.4,0.1,0.4,0.7,0.1,19.6,69.1,0.0,1.6,0.0
Idrissa Gueye,7.14,83,M(C),32,2826,2,6,0,84.3,1.0,2,4.3,2.2,1.6,0.0,1.3,1.2,0.2,0,0,0.6,0.7,1.2,0.0,0.9,1.0,0.5,52.8,84.3,0.1,3.2,0.1
Youri Tielemans,7.14,78,M(C),13,1092,4,2,0,85.0,0.9,0,1.3,0.4,0.8,0.0,0.8,0.9,0.2,0,3,2.4,0.9,1.2,0.0,1.2,1.4,1.2,49.3,85.0,0.2,3.4,0.5
Paulo Gazzaniga,7.14,74,GK,3,270,0,0,0,64.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,31.7,64.2,0.0,6.0,0.0
Michael Keane,7.13,80,D(CR),33,2970,2,2,0,80.8,5.8,2,1.2,1.3,0.7,0.8,5.5,0.4,0.7,0,1,0.9,0.2,0.2,0.0,0.1,0.3,0.3,48.3,80.8,0.0,3.1,0.0
Matt Doherty,7.12,75,"D(LR), M(R)",35,3147,5,5,0,71.6,3.8,2,1.8,1.6,0.8,0.1,2.2,0.6,0.2,1,4,1.2,0.5,0.6,0.1,0.6,1.2,1.0,36.8,71.6,0.4,1.4,0.1
Willy Boly,7.12,77,D(C),36,3169,0,2,1,81.0,3.8,2,2.4,2.0,0.8,0.1,4.8,0.6,0.9,0,4,0.7,0.4,0.4,0.1,0.4,0.3,0.3,47.6,81.0,0.0,2.4,0.0
Andrew Robertson,7.12,82,"D(L), M(L)",36,3219,11,4,0,83.2,0.7,1,2.2,0.8,0.5,0.5,1.3,0.9,0.2,0,0,0.4,0.8,0.4,0.0,0.6,0.9,1.4,66.6,83.2,0.6,2.2,0.0
James Tarkowski,7.11,80,D(C),35,3087,1,8,0,69.5,4.8,3,2.0,1.2,1.0,0.3,6.7,0.6,1.6,0,3,0.6,0.2,0.9,0.1,0.3,0.7,0.1,32.4,69.5,0.0,3.1,0.0
Joel Matip,7.11,80,D(C),17,1535,0,3,0,86.9,3.0,2,1.8,1.5,0.5,0.8,3.5,0.5,0.3,0,1,0.4,0.3,0.8,0.0,0.0,0.3,0.1,61.0,86.9,0.0,2.1,0.0
Kieran Trippier,7.1,82,"D(R), M(R)",26,2278,3,2,0,78.9,1.1,1,2.5,0.9,0.7,0.6,2.3,0.9,0.2,1,1,0.3,0.3,0.9,0.2,0.5,0.7,1.8,57.1,78.9,2.0,2.6,0.1
Steve Mounie,6.69,75,FW,19,1778,3,1,0,64.5,6.8,2,0.3,0.2,1.0,0.0,0.5,0.3,0.0,0,2,2.0,0.4,0.5,0.5,1.2,2.0,0.6,18.0,64.5,0.0,0.1,0.0
Moise Kean,6.69,72,FW,5,536,0,2,0,79.8,0.5,1,0.0,0.2,0.7,0.0,0.1,0.1,0.0,0,6,1.5,0.7,0.5,0.2,0.8,1.7,0.4,6.5,79.8,0.0,0.0,0.0
Ilkay Gündogan,7.1,84,M(C),23,2136,3,3,0,90.8,0.8,2,0.6,0.9,0.4,0.0,0.6,0.8,0.1,0,6,1.4,0.6,0.7,0.0,0.5,0.9,1.4,64.4,90.8,0.9,2.4,0.1
Ryan Fraser,7.08,77,M(CLR),35,3173,14,2,0,76.9,0.3,5,0.5,0.6,0.2,0.0,0.5,0.6,0.2,0,7,1.3,0.6,1.8,0.3,0.7,1.4,2.4,31.4,76.9,2.0,0.7,0.1
Christian Eriksen,7.08,88,M(CLR),30,2772,12,3,0,81.0,0.4,2,1.2,0.4,0.5,0.0,0.2,1.2,0.1,0,8,2.4,0.5,0.5,0.1,0.8,1.7,2.1,53.5,81.0,0.9,2.3,0.3
Dejan Lovren,7.08,64,D(C),11,986,0,1,0,86.6,4.1,1,1.2,0.8,0.2,1.2,3.9,0.6,0.5,0,1,0.5,0.0,0.8,0.0,0.1,0.2,0.1,63.2,86.6,0.2,2.6,0.1
David Luiz,7.08,83,"D(C), DMC",36,3239,2,3,0,88.0,2.3,0,1.1,1.0,0.9,0.7,4.0,0.2,0.5,0,3,0.9,0.3,0.8,0.0,0.1,0.4,0.6,72.8,88.0,0.0,6.0,0.3
Philip Billing,7.08,72,DMC,25,2192,0,7,0,78.6,3.3,3,2.7,2.0,1.4,0.2,1.5,0.9,0.6,0,2,1.6,0.7,1.1,0.1,1.0,2.0,0.8,39.8,78.6,0.3,2.9,0.0
Charles,6.7,79,FW,17,1736,1,4,0,69.4,3.1,3,0.2,0.1,1.1,0.1,0.4,0.3,0.0,0,14,1.9,0.0,0.9,0.4,0.5,1.0,0.4,16.0,69.4,0.0,0.2,0.0
Jannik Vestergaard,7.07,80,D(C),23,2030,0,2,0,76.9,3.7,0,2.3,1.5,0.7,0.9,7.4,0.7,0.9,0,0,0.6,0.4,0.6,0.0,0.2,0.4,0.2,36.7,76.9,0.0,2.3,0.1
João Moutinho,7.06,81,M(C),35,3040,8,4,0,84.8,0.6,1,3.0,1.1,1.4,0.0,1.1,2.2,0.3,0,1,0.5,0.3,1.0,0.0,0.7,0.4,2.2,49.0,84.8,1.7,3.3,0.0
Ciaran Clark,7.06,76,D(CL),9,858,0,1,0,75.0,3.9,1,1.8,1.1,0.5,0.4,5.2,0.3,0.6,0,3,0.6,0.0,0.5,0.0,0.2,0.2,0.2,27.6,75.0,0.0,1.5,0.0
Willian,7.06,84,AM(CLR),26,2109,6,2,0,85.7,0.3,2,1.1,0.4,0.4,0.0,0.3,0.5,0.0,0,3,1.9,1.2,1.0,0.3,1.2,1.6,2.5,38.4,85.7,1.2,1.2,0.1
Shkodran Mustafi,7.05,82,D(CR),31,2617,0,9,0,81.9,4.0,2,2.0,1.9,1.4,0.7,5.2,0.3,0.5,0,2,0.6,0.3,0.3,0.1,0.2,0.4,0.2,56.9,81.9,0.0,3.2,0.1
Petr Cech,7.05,82,GK,7,588,0,0,0,68.3,0.3,1,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,32.0,68.3,0.0,5.4,0.0
Aymeric Laporte,7.05,84,D(CL),34,3057,3,3,0,92.3,2.2,1,1.2,1.1,0.6,0.4,2.7,0.3,0.3,0,3,0.7,0.1,0.5,0.1,0.1,0.3,0.4,85.6,92.3,0.0,4.9,0.0
Martin Terrier,6.7,73,"AM(L), FW",16,1481,0,2,0,84.2,0.7,2,0.7,0.2,0.4,0.0,0.3,0.4,0.1,0,9,1.1,0.4,0.4,0.2,0.5,0.7,0.9,15.8,84.2,0.1,0.3,0.1
Miha Zajc,6.7,75,"AM(C), FW",12,1165,2,1,1,82.9,0.4,0,0.3,0.3,0.9,0.0,0.4,0.5,0.2,0,3,2.8,1.4,0.6,0.3,1.1,1.6,1.2,26.7,82.9,0.9,1.0,0.1
Ben Chilwell,7.04,78,"D(L), M(L)",36,3240,4,4,0,72.3,3.1,4,1.5,1.1,0.9,0.3,3.6,0.9,0.2,0,0,0.6,1.4,1.2,0.1,1.3,2.0,1.3,46.8,72.3,0.6,1.2,0.0
Jan Bednarek,7.04,71,D(C),24,2151,1,7,0,70.5,3.2,3,1.6,2.8,0.9,0.8,6.7,0.6,1.1,0,0,0.2,0.0,0.2,0.0,0.2,0.2,0.4,32.8,70.5,0.0,1.7,0.1
Dwight McNeil,7.03,64,M(L),19,1599,5,2,0,75.7,1.0,2,1.7,0.6,0.7,0.0,1.5,1.5,0.1,0,3,1.3,1.5,0.5,0.0,1.1,1.5,1.2,21.6,75.7,1.6,0.9,0.0
Granit Xhaka,7.03,81,M(C),29,2502,2,10,0,85.3,1.8,4,1.8,1.2,1.6,0.2,1.9,1.2,0.3,0,4,1.0,0.2,1.8,0.0,0.6,0.6,1.4,77.4,85.3,1.1,5.5,0.1
Michael Gregoritsch,6.71,79,"AM(CR), FW",28,2494,2,4,0,71.1,2.9,1,0.7,0.5,0.8,0.0,1.8,0.8,0.3,0,6,2.7,0.5,0.9,0.5,0.8,2.2,0.9,28.4,71.1,0.1,1.2,0.1
Lukasz Fabianski,7.02,81,GK,38,3420,0,0,0,49.7,0.3,1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,28.2,49.7,0.0,8.5,0.0
César Azpilicueta,7.01,86,"D(CLR), M(R)",38,3403,5,4,0,87.0,1.8,1,2.8,1.1,1.0,0.4,2.0,0.8,0.4,0,1,0.4,0.3,0.4,0.1,0.2,0.9,0.7,65.3,87.0,0.6,1.3,0.1
Harry Maguire,7.01,82,D(C),31,2599,0,6,1,85.6,3.8,2,1.0,1.2,0.6,0.8,4.9,0.2,0.6,0,3,1.0,0.5,0.5,0.1,0.2,0.7,0.4,56.4,85.6,0.0,6.2,0.0
Danilo,7.01,75,D(LR),9,806,0,1,0,87.0,1.6,1,1.8,1.4,0.9,0.3,1.8,0.5,0.0,0,1,1.3,0.7,0.7,0.0,0.5,0.7,0.4,69.7,87.0,0.2,1.7,0.0
José Holebas,7.0,78,"D(L), M(L)",27,2394,6,12,1,68.5,2.2,0,2.4,0.8,1.2,0.4,2.9,0.9,0.3,0,3,0.6,0.8,0.5,0.1,0.9,1.0,1.4,29.8,68.5,1.5,1.6,0.0
Santi Mina,6.71,80,"AM(LR), FW",23,1860,5,4,0,73.0,1.4,2,0.6,0.1,1.3,0.0,0.6,0.7,0.1,0,7,1.4,0.4,1.4,0.4,1.6,1.8,0.5,15.4,73.0,0.1,0.5,0.1
Fabián Balbuena,6.98,80,D(C),23,2014,0,2,0,79.4,3.0,1,1.7,2.3,0.8,0.6,7.5,1.1,0.6,0,1,0.8,0.0,0.2,0.0,0.1,0.2,0.1,36.2,79.4,0.0,2.2,0.0
Nicolás Otamendi,6.98,85,D(C),14,1234,0,1,0,92.7,2.2,0,1.4,1.6,0.4,0.6,3.1,0.2,0.2,0,0,0.8,0.1,0.2,0.0,0.0,0.1,0.1,69.0,92.7,0.0,2.6,0.0
Pedro,6.97,82,M(CLR),21,1781,2,2,0,86.5,0.3,5,0.9,0.6,0.5,0.0,0.3,0.8,0.1,0,8,1.8,1.4,0.8,0.3,1.1,1.0,0.9,34.4,86.5,0.3,1.2,0.1
Leander Dendoncker,6.97,78,DMC,17,1469,0,1,0,79.4,2.9,2,2.8,1.2,0.6,0.1,1.5,1.6,0.3,0,2,0.9,0.6,0.6,0.1,0.4,0.9,0.4,31.9,79.4,0.1,0.8,0.0
Nacho Monreal,6.97,80,"D(CL), M(L)",21,1861,3,5,0,87.6,1.6,0,1.6,1.4,0.8,0.5,2.5,0.5,0.5,0,1,0.3,0.3,1.0,0.0,0.1,0.5,0.5,53.1,87.6,0.2,1.4,0.0
Jefferson Lerma,6.97,79,"D(R), DMC",29,2511,0,12,0,83.2,2.5,0,1.5,1.8,1.4,0.0,2.8,1.3,0.6,1,2,1.0,0.7,1.7,0.1,0.7,0.8,0.5,52.0,83.2,0.1,2.3,0.1
Steve Cook,6.96,78,D(C),31,2787,1,3,0,79.3,4.1,1,1.2,1.6,0.6,0.7,6.4,0.2,0.7,1,1,0.7,0.2,0.9,0.0,0.0,0.2,0.4,48.4,79.3,0.1,3.4,0.0
Sean Morrison,6.96,74,D(C),34,3040,3,6,0,62.8,6.6,1,1.0,1.5,0.9,0.3,5.9,0.4,0.9,0,1,1.0,0.2,0.6,0.3,0.3,0.4,0.6,21.7,62.8,0.0,1.1,0.0
Kyle Walker,6.96,84,"D(CR), M(R)",30,2777,1,3,0,90.1,1.4,0,1.2,1.1,0.5,0.2,1.5,0.4,0.2,0,1,0.6,0.5,0.4,0.1,0.4,0.8,0.7,72.4,90.1,0.1,3.5,0.0
Ander Herrera,6.96,81,M(C),16,1405,3,4,0,87.8,0.2,2,2.5,1.7,1.0,0.0,1.0,1.8,0.3,0,2,1.0,0.5,0.9,0.0,0.4,0.6,0.7,44.5,87.8,0.0,1.5,0.1
Riyad Mahrez,6.96,85,AM(CLR),14,1338,4,0,0,84.7,0.7,3,0.5,0.3,0.4,0.0,0.1,0.4,0.0,0,7,2.0,0.9,0.6,0.3,1.0,1.0,0.9,29.5,84.7,0.6,1.4,0.2
Hugo Lloris,6.96,88,GK,33,2970,0,0,0,73.6,0.3,2,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,31.7,73.6,0.0,6.7,0.0
Maxwel Cornet,6.71,75,"AM(LR), FW",12,1276,5,2,0,77.3,0.7,2,0.5,0.2,0.3,0.0,0.3,0.4,0.0,0,7,1.7,0.9,0.7,0.3,1.0,1.4,0.9,15.3,77.3,0.3,0.1,0.0
Isaac Hayden,6.96,72,DMC,21,1864,4,3,1,79.4,2.2,2,2.9,1.6,1.3,0.1,1.1,0.7,0.2,0,1,0.9,0.5,0.6,0.0,1.0,1.3,0.9,28.8,79.4,0.2,1.0,0.1
Fabinho,6.95,84,"D(R), DMC",21,2013,2,6,0,85.3,2.0,0,2.1,1.0,1.0,0.2,0.9,1.3,0.2,0,1,0.6,0.4,1.1,0.0,0.6,0.4,0.6,57.5,85.3,0.1,2.6,0.0
"Kyle Walker0,00Peters",6.95,69,"D(R), D(R)",4,374,3,1,0,83.0,0.5,0,1.2,0.7,0.7,0.0,0.7,0.2,0.2,0,0,0.3,1.5,1.7,0.2,0.5,0.5,1.2,31.3,83.0,0.7,0.5,0.0
Florian Lejeune,6.95,78,D(C),12,1055,0,0,0,76.2,2.6,0,2.1,1.8,0.9,0.3,3.7,1.1,0.4,0,0,0.6,0.3,0.4,0.0,0.0,0.8,0.5,46.9,76.2,0.1,6.8,0.1
Mathieu Dossevi,6.71,77,"M(CR), FW",30,2482,2,0,0,76.0,0.4,2,1.2,0.9,0.8,0.0,0.1,0.8,0.0,0,4,0.7,1.1,1.3,0.5,1.4,2.6,1.7,20.6,76.0,1.4,0.6,0.0
Matt Ritchie,6.95,77,"D(L), M(CLR)",35,2940,8,9,0,73.1,1.0,1,1.9,1.4,1.5,0.1,1.7,0.8,0.3,0,2,1.1,0.4,1.1,0.0,0.5,1.3,1.7,30.5,73.1,1.9,1.6,0.0
Francesco Caputo,6.71,75,FW,38,3420,3,3,0,77.2,0.7,1,0.3,0.1,0.7,0.0,0.3,0.2,0.0,0,16,2.5,0.3,0.9,0.8,1.3,2.4,1.2,22.4,77.2,0.0,0.6,0.0
Dele Alli,6.95,84,M(CL),22,1835,3,4,0,80.3,0.8,1,1.3,0.8,0.9,0.0,0.7,0.8,0.2,0,5,1.6,1.2,0.8,0.1,1.2,2.0,1.1,41.1,80.3,0.1,1.0,0.1
"Kevin0,00Prince Boateng",6.71,81,"M(CLR), FW",11,942,1,1,0,80.7,1.6,0,0.4,0.2,1.9,0.0,0.9,0.2,0.2,0,4,2.2,0.0,2.1,0.6,1.1,2.0,1.2,23.5,80.7,0.0,0.8,0.2
Romain Saïss,6.93,74,"D(C), DMC",12,1145,0,7,0,77.1,3.2,2,2.1,1.4,1.4,0.1,3.1,0.9,0.6,0,2,0.6,0.3,0.4,0.0,0.1,0.1,0.2,38.8,77.1,0.1,3.2,0.0
Vincent Kompany,6.93,85,D(C),13,1223,0,6,0,93.0,2.2,0,0.9,0.9,1.0,0.6,3.2,0.1,0.5,0,1,0.3,0.2,0.0,0.1,0.0,0.3,0.1,72.2,93.0,0.0,3.7,0.0
Juan Foyth,6.93,72,D(CR),10,890,0,3,1,85.2,2.1,1,2.6,0.8,1.3,0.8,4.0,0.4,0.4,0,1,0.3,1.6,0.8,0.0,0.8,0.9,0.3,48.8,85.2,0.0,1.8,0.1
Declan Rice,6.93,73,"D(C), DMC",34,3005,0,4,0,86.4,1.6,2,2.9,1.5,0.5,0.0,1.6,1.5,0.4,0,2,0.6,0.8,0.2,0.0,0.6,0.6,0.3,44.6,86.4,0.0,2.9,0.0
NGolo Kanté,6.93,89,DMC,36,3096,4,3,0,87.9,0.8,1,2.1,1.2,1.0,0.0,0.7,1.2,0.2,0,4,0.8,0.9,0.4,0.2,1.5,1.6,1.3,56.2,87.9,0.2,1.0,0.1
Camillo Ciano,6.71,75,"AM(C), FW",28,2463,4,12,0,73.0,0.7,2,1.0,0.2,2.1,0.0,0.4,1.3,0.1,0,7,2.3,0.5,2.7,0.5,1.9,2.1,1.8,22.5,73.0,1.4,1.5,0.0
Laurent Koscielny,6.92,82,D(C),13,1330,0,1,0,91.9,1.5,1,1.1,1.8,0.5,0.8,4.1,0.4,0.9,0,3,0.3,0.1,0.8,0.0,0.2,0.2,0.1,52.4,91.9,0.0,3.5,0.0
Kevin Long,6.92,73,D(C),5,513,1,0,0,81.0,3.3,0,3.0,1.2,0.5,0.5,5.7,1.7,0.8,0,0,0.2,0.2,0.8,0.0,0.2,0.0,0.2,28.0,81.0,0.0,3.5,0.0
James Milner,6.91,81,"D(LR), M(CLR)",19,1787,4,5,1,84.6,0.6,1,1.4,0.6,0.9,0.2,0.7,0.8,0.2,0,5,0.8,0.5,0.9,0.0,0.3,1.0,1.4,45.2,84.6,1.2,2.6,0.1
Luke Shaw,6.91,80,"D(L), M(L)",29,2592,4,11,0,83.3,1.7,2,1.9,0.7,1.4,0.1,2.8,0.7,0.4,0,1,0.7,0.9,0.6,0.0,0.5,1.0,1.1,57.2,83.3,0.5,1.6,0.1
Lucas Alario,6.72,79,FW,11,1256,3,1,0,75.5,1.5,2,0.6,0.0,0.9,0.0,0.5,0.4,0.0,0,9,1.6,0.2,0.9,0.5,0.9,1.5,0.6,15.0,75.5,0.0,0.3,0.0
Bernardo,6.9,75,D(LR),19,1751,1,4,0,72.7,2.0,0,2.8,1.5,0.8,0.2,3.0,0.6,0.6,0,0,0.4,0.6,1.0,0.1,0.5,1.2,0.5,35.7,72.7,0.3,1.0,0.0
Kalifa Coulibaly,6.72,70,FW,19,1751,2,5,1,53.3,4.6,2,0.5,0.1,1.7,0.0,0.7,0.2,0.0,0,8,1.8,0.6,0.7,0.7,0.8,2.3,0.7,13.4,53.3,0.1,0.1,0.0
Arthur Masuaku,6.9,75,"D(L), M(L)",19,1758,1,2,0,83.3,0.9,1,2.5,1.6,0.7,0.7,2.4,1.1,0.3,0,0,0.2,1.6,0.2,0.0,1.2,1.0,0.6,38.3,83.3,0.2,2.2,0.0
Romain Hamouma,6.72,76,"M(CLR), FW",19,1595,4,2,1,78.4,0.9,2,1.1,0.3,0.9,0.0,0.1,0.7,0.0,0,4,1.3,0.8,1.3,0.1,1.1,1.5,1.2,17.6,78.4,0.6,0.3,0.0
Matt Targett,6.89,70,"D(L), M(L)",13,1187,3,2,0,69.9,1.1,0,1.7,1.7,0.4,0.3,1.9,0.9,0.2,0,1,0.7,0.1,0.6,0.1,0.4,0.4,1.4,27.6,69.9,1.4,1.4,0.1
Dawid Kownacki,6.73,70,"AM(L), FW",7,577,0,2,0,67.8,1.4,1,1.3,0.2,0.4,0.0,0.8,0.9,0.0,0,4,1.3,0.5,0.9,0.2,0.8,0.4,0.5,14.3,67.8,0.3,0.8,0.0
Jan Vertonghen,6.89,87,D(CL),22,1915,0,3,1,87.5,2.3,1,1.8,1.5,0.5,0.9,3.3,0.5,0.5,0,1,0.7,0.4,0.5,0.0,0.1,0.5,0.2,69.6,87.5,0.2,3.1,0.0
Hendrik Weydandt,6.73,65,FW,18,1720,1,1,0,58.3,4.5,0,0.6,0.2,1.3,0.0,1.5,0.8,0.1,0,6,2.2,0.4,1.0,0.3,1.3,3.4,1.0,15.1,58.3,0.1,0.1,0.0
Issa Diop,6.89,77,D(C),33,2970,0,4,0,86.0,2.3,1,2.1,1.9,0.5,1.1,4.7,0.6,1.1,1,1,0.4,0.2,0.5,0.1,0.0,0.4,0.1,34.4,86.0,0.0,1.6,0.0
Georginio Wijnaldum,6.89,82,M(CL),32,2736,0,3,0,91.1,0.9,1,1.2,0.6,0.5,0.0,0.7,0.4,0.2,0,3,0.9,0.8,0.9,0.1,1.1,1.5,0.7,50.5,91.1,0.1,1.6,0.0
Jorginho,6.88,84,DMC,37,3165,0,8,0,89.3,0.4,0,2.1,1.7,0.9,0.0,0.9,1.4,0.2,0,2,0.5,0.4,0.6,0.0,0.8,0.9,0.8,84.3,89.3,0.0,2.5,0.4
Daryl Janmaat,6.88,77,"D(R), M(R)",17,1522,2,3,0,75.8,1.1,0,2.0,1.8,0.9,0.4,3.3,0.5,0.3,0,0,0.6,0.7,0.1,0.1,0.6,0.8,0.7,33.3,75.8,0.8,2.6,0.0
"Nathaniel Mendez0,00Laing",6.88,71,"AM(R), AM(R)",11,987,1,0,0,62.0,1.2,0,1.7,0.7,0.4,0.0,0.7,0.7,0.1,0,4,1.0,1.5,0.2,0.2,1.0,1.3,1.0,12.8,62.0,0.5,0.3,0.1
Henrikh Mkhitaryan,6.88,83,M(CLR),19,1645,4,1,0,79.9,0.8,1,1.1,0.6,1.1,0.0,0.4,0.6,0.1,0,6,2.0,0.8,0.4,0.1,1.0,2.0,1.2,31.8,79.9,0.3,0.8,0.2
Jonny Evans,6.88,79,D(CL),21,1995,0,2,0,84.7,3.0,0,1.0,1.4,0.9,0.8,6.1,0.2,0.4,0,1,0.5,0.0,0.7,0.0,0.2,0.3,0.2,42.9,84.7,0.0,2.8,0.0
Séamus Coleman,6.88,80,"D(R), M(R)",29,2560,2,1,0,78.1,1.6,0,1.5,0.9,0.8,0.2,2.6,0.4,0.2,1,2,0.5,0.7,0.7,0.1,0.8,1.5,0.8,41.2,78.1,0.6,1.4,0.0
"Pierre0,00Emile Højbjerg",6.87,76,"M(C), M(C)",31,2764,3,7,2,82.9,1.5,2,2.3,1.9,1.5,0.1,0.9,1.6,0.3,0,4,1.7,0.7,1.5,0.0,1.5,1.8,0.9,57.8,82.9,0.3,3.5,0.1
"James Ward0,00Prowse",6.87,77,"M(CR), M(CR)",21,1942,0,4,0,76.5,0.8,0,1.4,1.0,0.8,0.0,2.0,1.1,0.2,1,7,1.2,0.2,0.4,0.1,0.6,1.0,1.8,27.7,76.5,1.5,1.0,0.0
Ashley Young,6.87,79,"D(LR), M(LR)",28,2569,2,8,1,77.5,0.8,0,1.7,1.8,1.2,0.3,1.9,0.6,0.3,0,2,0.4,0.6,1.1,0.1,0.6,0.8,1.3,45.9,77.5,1.4,3.7,0.0
Wes Morgan,6.87,75,D(C),21,1926,0,1,2,80.8,4.2,1,1.2,1.5,0.8,0.7,4.7,0.0,0.5,0,3,0.6,0.1,0.3,0.1,0.0,0.6,0.1,40.5,80.8,0.0,1.6,0.0
John Stones,6.87,83,D(CR),20,1763,0,1,0,94.2,2.5,0,0.7,0.6,0.3,0.3,2.5,0.2,0.4,0,0,0.2,0.3,0.3,0.0,0.1,0.0,0.2,73.0,94.2,0.0,4.3,0.0
Rúben Neves,6.86,80,DMC,34,3009,3,8,0,81.2,0.9,0,2.1,2.1,1.1,0.0,1.3,1.6,0.5,0,4,2.1,0.3,0.5,0.0,0.8,0.8,0.7,55.4,81.2,0.1,6.1,0.0
Rafael Leão,6.73,72,FW,16,1295,3,3,0,72.6,1.2,1,0.2,0.2,1.0,0.0,0.4,0.5,0.2,0,8,1.5,0.4,0.7,0.1,1.1,1.0,0.5,10.0,72.6,0.0,0.2,0.0
Nathan Aké,6.86,79,"D(CL), DMC",38,3412,0,3,0,86.0,2.3,1,1.7,0.8,0.7,0.8,6.1,0.3,0.9,0,4,0.7,0.1,0.6,0.1,0.2,0.5,0.2,44.6,86.0,0.1,1.9,0.0
Ben Mee,6.86,79,D(CL),38,3420,2,9,0,74.9,3.9,1,1.4,1.3,0.7,0.5,6.1,0.2,1.3,2,0,0.6,0.2,0.5,0.0,0.1,0.4,0.2,39.5,74.9,0.1,4.7,0.0
Sean Longstaff,6.86,73,M(C),8,688,0,2,0,80.9,1.0,0,1.9,1.1,0.8,0.0,0.8,1.7,0.4,0,1,0.9,0.6,0.9,0.0,0.7,0.4,0.6,32.6,80.9,0.2,3.3,0.0
Mario Lemina,6.85,78,DMC,18,1616,1,5,0,86.0,1.4,0,2.3,2.0,1.5,0.0,1.4,0.9,0.1,0,1,1.2,1.1,1.1,0.0,1.5,1.2,0.6,38.6,86.0,0.1,2.1,0.0
Serge Aurier,6.85,80,"D(CLR), M(R)",6,564,2,1,0,75.5,1.5,0,2.5,0.9,2.1,0.5,2.1,0.9,0.3,0,0,0.5,1.0,0.3,0.1,0.9,1.5,0.8,33.6,75.5,0.9,0.6,0.0
Jonny,6.85,79,"D(CLR), M(L)",32,2780,1,6,0,77.8,1.2,1,2.4,1.8,0.7,0.2,1.6,0.9,0.2,0,1,0.8,0.9,1.0,0.2,1.2,1.2,0.9,32.6,77.8,0.3,1.0,0.0
James Tomkins,6.85,78,D(CR),29,2563,1,6,0,83.0,3.1,0,1.2,1.2,0.6,0.6,6.2,0.4,0.3,0,1,0.8,0.1,0.4,0.0,0.1,0.3,0.2,38.3,83.0,0.0,4.3,0.0
"Ruben Loftus0,00Cheek",6.85,77,"M(CLR), M(CLR)",6,985,2,0,0,87.9,0.9,1,0.8,0.5,0.4,0.0,0.2,0.4,0.2,0,6,1.2,1.7,1.0,0.1,1.0,1.0,0.7,25.4,87.9,0.0,0.5,0.0
Maya Yoshida,6.85,75,D(CR),17,1520,1,0,0,75.7,2.1,0,0.9,2.5,0.2,0.6,5.9,0.5,1.2,0,0,0.8,0.1,0.4,0.1,0.0,0.4,0.3,32.7,75.7,0.0,2.4,0.0
